"","0.0_SE_5","0.0_SE_10","0.0_SE_20","0.0_SE_40","0.1_SE_5","0.1_SE_10","0.1_SE_20","0.1_SE_40","0.2_SE_5","0.2_SE_10","0.2_SE_20","0.2_SE_40","0.3_SE_5","0.3_SE_10","0.3_SE_20","0.3_SE_40","1_SE_5","1_SE_10","1_SE_20","1_SE_40","2_SE_5","2_SE_10","2_SE_20","2_SE_40","3.0_SE_5","3.0_SE_10","3.0_SE_20","3.0_SE_40","3.1_SE_5","3.1_SE_10","3.1_SE_20","3.1_SE_40","3.2_SE_5","3.2_SE_10","3.2_SE_20","3.2_SE_40","3.3_SE_5","3.3_SE_10","3.3_SE_20","3.3_SE_40","4_SE_5","4_SE_10","4_SE_20","4_SE_40"
"HALLMARK_APOPTOSIS",5.23616319467364,1.64918250571844,2.8413102448347,2.8413102448347,5.43327904879008,1.78568126952397,3.22033206434992,3.36373314441082,3.50280241636802,1.10277697989202,1.83491288832816,1.54712810882263,3.39105261144057,0.27367502264097,1.49147666367826,1.0074403887206,5.4889843129632,1.64918250571844,1.64918250571844,1.4479226863882,4.55989620876208,3.70791941524237,1.93754118841942,1.23517084054924,6.32961577322536,2.59368145669616,4.83668732679782,2.03344819119841,2.45379386795138,0.532239404414036,1.26306996090493,1.57145098752941,3.07911650634327,1.5930113708188,3.88067806946596,2.62230715372508,1.63313582446586,1.55817183410761,1.99646979710742,0.570993936424144,3.96625868457636,1.89076084283659,1.41244863404509,1.83923190005124
"HALLMARK_IL2_STAT5_SIGNALING",5.23616319467364,0,1.00340018868722,1.84282875291699,5.60453273889013,1.68267472936533,1.65304513379968,1.4479226863882,3.70267681059476,0.968881617441994,0,0.942527575644183,3.5179656778966,0,0,0,4.98295839596009,0.569815735253171,1.23517084054924,1.74679038777113,4.04989201430069,2.75324619064697,1.84282875291699,0.875619504454876,5.99369552455719,3.93498858779582,3.64219207783486,1.74103456340492,2.36148269195682,0,1.26306996090493,0,2.4902749620498,1.34795455887923,1.47250626350752,2.42416645179931,2.33942151847786,1.55817183410761,0.486372507816186,0,3.51461014995632,0,0.75151650571375,0
"HALLMARK_APICAL_JUNCTION",5.15180743179126,0.734417173150344,2.03112205369798,0.875619504454876,6.1602144745981,0.261574343372496,2.85433871999948,2.57597916413357,3.45270009105944,1.10277697989202,1.40779373291962,0.71542722861252,3.26373927903853,0.767509121132363,0,0,5.15180743179126,0,2.92904406987836,1.93754118841942,5.23616319467364,3.19055858898325,2.57597916413357,1.12239234701608,5.15180743179126,2.77613269841308,3.38327800805844,1.21300576263596,1.27090838957965,1.75248306424781,1.03490480020691,0,2.18812981511292,2.05077249743676,2.32151223696983,2.12156290265025,2.11032606538561,1.55817183410761,1.48951418444237,1.50016229245058,3.17295135704735,1.65314985187797,1.41244863404509,1.40007362970615
"HALLMARK_COMPLEMENT",5.06740670682357,1.74679038777113,1.5496945877745,2.8413102448347,6.80007717875293,1.47024066721637,3.03792069975001,2.66481617223099,3.55284874480378,1.57655240937331,1.7313793522463,2.85655639134039,4.27320861171518,0.567823841898334,1.49147666367826,0.829935362411089,5.32047643757879,2.48668782112196,1.93754118841942,2.8413102448347,6.16170405738978,4.04989201430069,3.53614796501162,2.1237286913846,9.0079922544433,4.37367206634312,5.76647802093851,0.226075543124234,3.26538972201915,0.532239404414036,1.67331105646747,0,4.22660053039591,2.69839017047976,3.4978323462594,1.48109861462431,3.22509192763106,2.3118908869894,1.48951418444237,0,3.51461014995632,1.94887540288971,1.95637922486309,2.45060821710383
"HALLMARK_PROTEIN_SECRETION",4.98295839596009,0,0,1.23517084054924,7.22607368382399,1.68267472936533,2.38829641307056,2.03112205369798,3.35231628970174,1.10277697989202,2.0375536614053,0,2.74923679665051,0.567823841898334,1.49147666367826,0,3.36373314441082,1.93754118841942,1.3433282226418,0.35008943118029,2.92904406987836,2.21549007912417,1.84282875291699,0.734417173150344,4.30526868030852,2.40933497385141,3.20975675308248,0.686197321301206,1.69121974750591,1.11122163341937,2.23670165820546,0,1.87723887458341,1.5930113708188,2.72044935223178,2.42416645179931,0.290069584307309,0,1.74843902010537,0,2.41789577518093,0,0,0.890923798082412
"HALLMARK_FATTY_ACID_METABOLISM",4.81390750978241,0,2.39688719275181,1.3433282226418,4.5742781046404,0.528958525248647,1.70440331775616,3.79359404295977,3.20124588222391,0,1.17500766704098,1.65574928991348,2.87880448066078,0,0,1.16840978773281,6.2456714501047,1.64918250571844,2.30651310220453,1.64918250571844,3.2772491423281,1.00340018868722,1.93754118841942,1.84282875291699,5.32047643757879,2.03270434282958,2.14130334819578,0.504357229856768,1.69121974750591,0,0.773279801927426,1.13180151260367,1.55197501100149,0.313572642540658,2.32151223696983,1.91480186476822,1.10148755641224,1.55817183410761,0.899818147363635,1.50016229245058,4.30291308884784,0.988579905977163,0,1.62455436129412
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",4.81390750978241,1.3433282226418,0,0.734417173150344,4.4449161939349,0,2.00406823113914,1.3433282226418,3.15074316022715,0.822877358555241,1.40779373291962,0.942527575644183,2.35516422982794,0.27367502264097,0,0,4.47509472252455,0,0.734417173150344,0,3.45002766056797,3.10364235817063,1.4479226863882,1.12239234701608,3.87914173075227,0.967886608740373,2.4597783563093,1.15516913088091,2.45379386795138,0,1.03490480020691,0,2.18812981511292,1.5930113708188,1.47250626350752,1.12199993417931,1.37805507521964,1.28174855628467,1.74843902010537,0.570993936424144,4.19085770320686,0.197515497611246,0,1.83923190005124
"HALLMARK_ADIPOGENESIS",4.72929861694268,1.4479226863882,2.03112205369798,0.734417173150344,4.22891908221915,1.78568126952397,2.71572692193998,2.92904406987836,2.9987402092973,1.46424445828518,2.71805420897793,3.23761075437723,2.35516422982794,1.96878409339198,1.62965918801113,1.0074403887206,5.06740670682357,2.75324619064697,0.35008943118029,0.875619504454876,4.55989620876208,3.2772491423281,2.66481617223099,2.03112205369798,4.39022050654496,3.58192488101555,2.85985821427709,1.43306135156401,1.69121974750591,1.11122163341937,1.67331105646747,0,2.98200063697565,3.11736279071579,2.11763808316509,2.72055140476729,2.56457871617182,2.06836699080732,0.899818147363635,1.236157816557,3.00084386531203,2.1208381468074,1.74516754714878,1.28249151021179
"HALLMARK_HYPOXIA",4.72929861694268,1.3433282226418,0,0,6.97052378727613,2.08578927873347,0.905004477852563,2.21549007912417,4.69292265967628,0,0.768828430214802,1.20163439455649,2.61887086257255,0,0,1.31898767249792,4.81390750978241,1.84282875291699,1.23517084054924,0.569815735253171,3.45002766056797,1.74679038777113,2.30651310220453,0,6.66518255043473,2.2225811663548,3.20975675308248,0.971601160668646,2.99782395928978,1.11122163341937,0.418830417673509,0,3.56053648895149,1.34795455887923,2.91679525775747,2.32411731017601,2.33942151847786,0.589554438091832,0.899818147363635,1.74789913148003,3.85368289438798,0,0,0.962153222606252
"HALLMARK_ALLOGRAFT_REJECTION",4.64462945893668,0,2.1237286913846,1.5496945877745,5.09028857411962,0.528958525248647,2.85433871999948,3.19055858898325,2.84589305474171,0,1.40779373291962,1.32094215590272,2.87880448066078,1.96878409339198,1.49147666367826,1.0074403887206,4.72929861694268,1.84282875291699,1.84282875291699,2.39688719275181,4.13511048429184,4.13511048429184,4.13511048429184,2.48668782112196,6.07771247776839,4.02293175430506,3.46975001503602,2.12862551486451,2.08038678024183,1.55040788156231,1.47360138346373,0,2.68839007391479,1.34795455887923,1.90947879197699,2.01879339192375,2.78681347866075,2.55081367262413,1.74843902010537,0,3.05832333038173,1.65314985187797,1.52610949196577,2.30095291276181
