"","0.0_SE_5","0.0_SE_10","0.0_SE_20","0.0_SE_40","0.1_SE_5","0.1_SE_10","0.1_SE_20","0.1_SE_40","0.2_SE_5","0.2_SE_10","0.2_SE_20","0.2_SE_40","0.3_SE_5","0.3_SE_10","0.3_SE_20","0.3_SE_40","1_SE_5","1_SE_10","1_SE_20","1_SE_40","2_SE_5","2_SE_10","2_SE_20","2_SE_40","3.0_SE_5","3.0_SE_10","3.0_SE_20","3.0_SE_40","3.1_SE_5","3.1_SE_10","3.1_SE_20","3.1_SE_40","3.2_SE_5","3.2_SE_10","3.2_SE_20","3.2_SE_40","3.3_SE_5","3.3_SE_10","3.3_SE_20","3.3_SE_40","4_SE_5","4_SE_10","4_SE_20","4_SE_40"
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",3.35046098761096,0,0,0,3.98502732791189,0,0.25431797108538,0,1.65875860350187,0,0,0,0,0,0,0,2.01028582288398,0,0,0,2.51030097505442,0,1.45508220098549,0,2.01028582288398,1.18627818223017,1.35419447192473,0,0,0,0,0,0,0,2.68866899686883,0,0,0.603428339229289,0,0,1.71855294740299,0,0,0
"REACTOME_SIGNALING_BY_NOTCH4",3.35046098761096,0.904282314769456,4.4174539990508,0,4.34325756548764,1.24605001660923,5.60391010872027,0,0.986176510087431,0.480251255692493,4.23949280553475,0,1.22406389037383,0,2.52937457139046,0,2.51030097505442,0,3.53127636825249,0,2.01028582288398,1.6872175900178,3.35046098761096,0.904282314769456,3.97748477261038,0.431050600682276,3.09660207224848,0,0,0,1.60088783794731,0,0,0.733640165101713,2.4742859731861,0,0,1.07198221237735,0.969483834162376,0,1.24435940384468,0,2.51697907572516,0
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",3.35046098761096,0.49688369302109,2.31450103760994,2.89030141792826,4.07492368063556,0,3.3040335457844,2.11336570754445,2.09474371716204,1.77732475740655,0,1.67481955636426,1.91207847395628,0,0.397284981238564,1.13297971833871,3.07597274694323,1.05962243956267,1.9051621163945,2.60658594841025,3.4410624943173,1.6872175900178,2.31450103760994,2.60658594841025,4.15410457363469,2.12747301164334,3.37145955058124,1.57294727656571,1.8577746413369,0,1.71364737332997,0.0471281548453424,0,1.7108226779214,1.79042940389123,1.79506978943687,0,0,0,0.499332100392252,3.38751909526434,1.92644362171486,1.18339937352176,1.58120200306724
"REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL",3.35046098761096,0,0,0,5.09500961652847,0,0,0,0.892887211141315,0,0,0,1.75304549187798,0,0,0,2.31450103760994,0,0,0,1.79762898109073,1.33136135510115,0,0,4.93962115261967,0,0,0,0,0,0,0,0,0,0.498989437142888,0,0,0,0,0,0,0,0,0
"REACTOME_SYNTHESIS_OF_PA",3.35046098761096,0,0,0,3.89487780644917,0,0,0,2.44301974879588,0,0,0,1.22406389037383,0,0,0,4.24208468740725,0,0,0,2.89030141792826,0,0,0,2.79649630944733,0,0,0,0,0,0,0,0,0,0,0.766326998085465,0,0,0,0,2.2038419726846,0,0,0
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS",3.35046098761096,0.725104897785938,3.2594381813023,1.2004371438001,4.43229811470751,0,6.27663915691121,0,1.07344720061753,0,4.23949280553475,1.85472011107289,1.75304549187798,0,1.83136649242177,0,3.16795629165793,0.904282314769456,3.35046098761096,0,2.31450103760994,2.60658594841025,4.93962115261967,1.45508220098549,3.7106585623459,2.2316173833135,4.08812288012073,0,0.244137851672129,1.06066535639555,2.03417918766998,0,0,0.733640165101713,1.538621349149,0.956503792616231,0,0,1.93057331273381,0,2.33525359067445,0,2.29980417254574,0
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",3.2594381813023,1.2004371438001,2.89030141792826,2.01028582288398,4.16458399350108,0.521843063934565,5.91838809213664,0.725104897785938,0.79144719118003,0,4.52221369915236,0,1.22406389037383,1.61163184550333,2.39535215267862,0,2.01028582288398,0.49688369302109,4.06590959836088,0,2.51030097505442,1.6872175900178,4.15410457363469,0,2.70195217617499,2.02150496269236,4.08812288012073,0,0.580047009949285,0,2.62735018811158,0,0,1.12202122377661,2.4742859731861,0.525067726328163,0,0.603428339229289,1.64533827823014,0,0,0,2.83361145240993,0
"REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS",3.2594381813023,1.79762898109073,4.15410457363469,1.79762898109073,3.80445626958373,0,5.69386742618379,1.45508220098549,1.91294343452463,0,4.7097184137282,1.85472011107289,0.426063981599888,0,2.52937457139046,0,3.35046098761096,0,4.15410457363469,0,1.6872175900178,1.9051621163945,4.59211408909482,2.01028582288398,2.51030097505442,1.18627818223017,4.13233154809228,0.963912455430456,0,1.58610636225121,1.82308999950814,0,0,1.43351473352655,3.10576809411278,0.525067726328163,0,0.603428339229289,2.19971181773472,0,1.64462569483136,0,2.83361145240993,0
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",3.2594381813023,0.49688369302109,3.97748477261038,1.33136135510115,4.25402387184196,0,5.28830398232838,0.49688369302109,1.72384776614863,0,4.61605530822048,1.20944289244931,1.58723923472057,0,2.52937457139046,0.678951308451982,2.98343937575107,0,4.06590959836088,0,2.89030141792826,0.725104897785938,3.53127636825249,2.21469246595627,3.88881366570111,1.68912206320484,3.46219721143816,0,0,0,1.60088783794731,0,0,0,2.02747761157746,0,0,0,1.64533827823014,0,1.24435940384468,0,2.62358780934418,0
"REACTOME_DISEASES_OF_GLYCOSYLATION",3.2594381813023,0,0,0,2.49236409599888,0,0,0.904282314769456,1.59242910535329,0,0,0,0,0,0,0,3.16795629165793,0.904282314769456,0,0,2.60658594841025,0.904282314769456,0,0,4.76614662013539,1.18627818223017,1.59477340696296,0,1.11778959271979,0,0,0,0,0.733640165101713,0,0,0,0,0,0,1.71855294740299,0,0,0
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",3.2594381813023,0,0,0,3.02124231103688,0,0,0.725104897785938,0.892887211141315,0,0,0,0.426063981599888,0,0,0,3.35046098761096,0,0,0,1.9051621163945,0,1.05962243956267,0,2.01028582288398,0,0,0,0,0,0,0,0.401688707078804,0,0.943144259970902,0.525067726328163,0,0,0,0,0,0,0,0
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE",3.2594381813023,0.49688369302109,0,1.33136135510115,4.16458399350108,0,0,2.11336570754445,3.52577111604871,0,0,0,1.75304549187798,0,0,0,1.33136135510115,0,0,0,2.31450103760994,0.904282314769456,0,0,2.51030097505442,0,0.657354893390387,0,0,0,1.0956352108367,0,0,0,1.538621349149,0,0,0,1.3335236803575,0.499332100392252,0.731885262226476,0,0,0
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",3.2594381813023,0,3.88881366570111,2.41298396820845,5.48926530788397,0,5.42371524529784,1.57331251055501,2.99486587304052,0.930192578268629,4.52221369915236,2.0839060893627,1.91207847395628,0,3.04884915823801,0,2.31450103760994,0.725104897785938,3.53127636825249,1.05962243956267,2.60658594841025,1.05962243956267,3.7106585623459,1.57331251055501,4.4174539990508,1.03970327760781,4.527941373596,2.17957966773714,1.51239414279666,0.716270513710395,3.54882108360793,0.754001398846558,1.21871354803236,0.733640165101713,3.10576809411278,1.41246173890685,3.02034175892699,1.4238296434958,1.93057331273381,0,2.00152772390856,0,2.51697907572516,0
